timestamp,date,n_sick,calls,sby_need
2017-01-27,2017-01-27,73,6330.0,0.0
2017-01-28,2017-01-28,62,5442.0,0.0
2017-01-29,2017-01-29,64,5742.0,0.0
2017-01-30,2017-01-30,67,7212.0,0.0
2017-01-31,2017-01-31,56,5904.0,0.0
2017-02-01,2017-02-01,48,6786.0,0.0
2017-02-02,2017-02-02,50,8844.0,19.0
2017-02-03,2017-02-03,54,7494.0,0.0
2017-02-04,2017-02-04,44,6666.0,0.0
2017-02-05,2017-02-05,48,5898.0,0.0
2017-02-06,2017-02-06,58,8844.0,27.0
2017-02-07,2017-02-07,60,6798.0,0.0
2017-02-08,2017-02-08,65,8664.0,0.0
2017-02-09,2017-02-09,60,6204.0,0.0
2017-02-10,2017-02-10,66,7032.0,0.0
2017-02-11,2017-02-11,62,7638.0,0.0
2017-02-12,2017-02-12,58,7398.0,0.0
2017-02-13,2017-02-13,62,5724.0,0.0
2017-02-14,2017-02-14,56,6816.0,0.0
2017-02-15,2017-02-15,60,5868.0,0.0
2017-02-16,2017-02-16,67,7812.0,0.0
2017-02-17,2017-02-17,63,7272.0,0.0
2017-02-18,2017-02-18,52,7464.0,0.0
2017-02-19,2017-02-19,54,5268.0,0.0
2017-02-20,2017-02-20,57,5814.0,0.0
2017-02-21,2017-02-21,58,5820.0,0.0
2017-02-22,2017-02-22,60,7056.0,0.0
2017-02-23,2017-02-23,58,8088.0,0.0
2017-02-24,2017-02-24,64,6696.0,0.0
2017-02-25,2017-02-25,57,5388.0,0.0
2017-02-26,2017-02-26,57,5994.0,0.0
2017-02-27,2017-02-27,58,6822.0,0.0
2017-02-28,2017-02-28,55,7338.0,0.0
2017-03-01,2017-03-01,53,10074.0,268.0
2017-03-02,2017-03-02,54,9246.0,104.0
2017-03-03,2017-03-03,50,8616.0,0.0
2017-03-04,2017-03-04,47,6636.0,0.0
2017-03-05,2017-03-05,58,6288.0,0.0
2017-03-06,2017-03-06,61,8670.0,0.0
2017-03-07,2017-03-07,56,6948.0,0.0
2017-03-08,2017-03-08,52,8700.0,0.0
2017-03-09,2017-03-09,55,9030.0,61.0
2017-03-10,2017-03-10,61,8166.0,0.0
2017-03-11,2017-03-11,57,7548.0,0.0
2017-03-12,2017-03-12,61,6564.0,0.0
2017-03-13,2017-03-13,66,6174.0,0.0
2017-03-14,2017-03-14,57,7188.0,0.0
2017-03-15,2017-03-15,60,7686.0,0.0
2017-03-16,2017-03-16,61,6942.0,0.0
2017-03-17,2017-03-17,60,5724.0,0.0
2017-03-18,2017-03-18,54,7620.0,0.0
2017-03-19,2017-03-19,58,6066.0,0.0
2017-03-20,2017-03-20,59,6486.0,0.0
2017-03-21,2017-03-21,58,8352.0,0.0
2017-03-22,2017-03-22,57,8412.0,0.0
2017-03-23,2017-03-23,56,7170.0,0.0
2017-03-24,2017-03-24,53,6918.0,0.0
2017-03-25,2017-03-25,48,6636.0,0.0
2017-03-26,2017-03-26,48,6756.0,0.0
2017-03-27,2017-03-27,56,8856.0,28.0
2017-03-28,2017-03-28,56,8688.0,0.0
2017-03-29,2017-03-29,59,8112.0,0.0
2017-03-30,2017-03-30,58,7728.0,0.0
2017-03-31,2017-03-31,58,8394.0,0.0
2017-04-01,2017-04-01,45,9774.0,200.0
2017-04-02,2017-04-02,45,6630.0,0.0
2017-04-03,2017-04-03,49,10170.0,283.0
2017-04-04,2017-04-04,52,9324.0,117.0
2017-04-05,2017-04-05,48,7770.0,0.0
2017-04-06,2017-04-06,43,7284.0,0.0
2017-04-07,2017-04-07,38,8970.0,32.0
2017-04-08,2017-04-08,44,8844.0,13.0
2017-04-09,2017-04-09,41,6084.0,0.0
2017-04-10,2017-04-10,45,9300.0,105.0
2017-04-11,2017-04-11,46,7962.0,0.0
2017-04-12,2017-04-12,46,8466.0,0.0
2017-04-13,2017-04-13,55,6360.0,0.0
2017-04-14,2017-04-14,53,8220.0,0.0
2017-04-15,2017-04-15,53,6876.0,0.0
2017-04-16,2017-04-16,54,7086.0,0.0
2017-04-17,2017-04-17,59,9048.0,69.0
2017-04-18,2017-04-18,60,7932.0,0.0
2017-04-19,2017-04-19,67,8574.0,0.0
2017-04-20,2017-04-20,72,8016.0,0.0
2017-04-21,2017-04-21,69,8400.0,0.0
2017-04-22,2017-04-22,61,8478.0,0.0
2017-04-23,2017-04-23,71,7194.0,0.0
2017-04-24,2017-04-24,68,8184.0,0.0
2017-04-25,2017-04-25,69,8352.0,0.0
2017-04-26,2017-04-26,61,8874.0,36.0
2017-04-27,2017-04-27,61,7368.0,0.0
2017-04-28,2017-04-28,63,7230.0,0.0
2017-04-29,2017-04-29,59,6468.0,0.0
2017-04-30,2017-04-30,62,6984.0,0.0
2017-05-01,2017-05-01,64,10218.0,308.0
2017-05-02,2017-05-02,69,8376.0,0.0
2017-05-03,2017-05-03,65,10050.0,275.0
2017-05-04,2017-05-04,64,9582.0,181.0
2017-05-05,2017-05-05,63,7140.0,0.0
2017-05-06,2017-05-06,54,9270.0,108.0
2017-05-07,2017-05-07,61,6966.0,0.0
2017-05-08,2017-05-08,59,8616.0,0.0
2017-05-09,2017-05-09,54,9444.0,143.0
2017-05-10,2017-05-10,55,9066.0,69.0
2017-05-11,2017-05-11,55,8862.0,28.0
2017-05-12,2017-05-12,55,9420.0,139.0
2017-05-13,2017-05-13,54,7914.0,0.0
2017-05-14,2017-05-14,65,8592.0,0.0
2017-05-15,2017-05-15,77,8256.0,0.0
2017-05-16,2017-05-16,70,8178.0,0.0
2017-05-17,2017-05-17,70,6876.0,0.0
2017-05-18,2017-05-18,62,7242.0,0.0
2017-05-19,2017-05-19,55,7746.0,0.0
2017-05-20,2017-05-20,45,6534.0,0.0
2017-05-21,2017-05-21,48,6066.0,0.0
2017-05-22,2017-05-22,61,8766.0,15.0
2017-05-23,2017-05-23,54,9606.0,176.0
2017-05-24,2017-05-24,51,8142.0,0.0
2017-05-25,2017-05-25,52,6750.0,0.0
2017-05-26,2017-05-26,58,7062.0,0.0
2017-05-27,2017-05-27,51,7290.0,0.0
2017-05-28,2017-05-28,58,8538.0,0.0
2017-05-29,2017-05-29,57,8112.0,0.0
2017-05-30,2017-05-30,55,7098.0,0.0
2017-05-31,2017-05-31,52,9294.0,111.0
2017-06-01,2017-06-01,54,10830.0,420.0
2017-06-02,2017-06-02,57,9840.0,225.0
2017-06-03,2017-06-03,56,7296.0,0.0
2017-06-04,2017-06-04,48,8136.0,0.0
2017-06-05,2017-06-05,56,9876.0,232.0
2017-06-06,2017-06-06,61,8268.0,0.0
2017-06-07,2017-06-07,58,9630.0,184.0
2017-06-08,2017-06-08,54,9186.0,92.0
2017-06-09,2017-06-09,56,6924.0,0.0
2017-06-10,2017-06-10,54,9312.0,117.0
2017-06-11,2017-06-11,54,7812.0,0.0
2017-06-12,2017-06-12,56,9174.0,91.0
2017-06-13,2017-06-13,56,9852.0,227.0
2017-06-14,2017-06-14,55,8376.0,0.0
2017-06-15,2017-06-15,45,7452.0,0.0
2017-06-16,2017-06-16,50,7728.0,0.0
2017-06-17,2017-06-17,52,7596.0,0.0
2017-06-18,2017-06-18,64,6540.0,0.0
2017-06-19,2017-06-19,63,8370.0,0.0
2017-06-20,2017-06-20,59,8490.0,0.0
2017-06-21,2017-06-21,60,8892.0,39.0
2017-06-22,2017-06-22,53,8598.0,0.0
2017-06-23,2017-06-23,55,6942.0,0.0
2017-06-24,2017-06-24,57,7662.0,0.0
2017-06-25,2017-06-25,63,6054.0,0.0
2017-06-26,2017-06-26,64,7620.0,0.0
2017-06-27,2017-06-27,53,7764.0,0.0
2017-06-28,2017-06-28,54,8040.0,0.0
2017-06-29,2017-06-29,57,8160.0,0.0
2017-06-30,2017-06-30,59,9060.0,71.0
2017-07-01,2017-07-01,51,8352.0,0.0
2017-07-02,2017-07-02,50,7860.0,0.0
2017-07-03,2017-07-03,60,8802.0,21.0
2017-07-04,2017-07-04,48,9228.0,94.0
2017-07-05,2017-07-05,49,10398.0,329.0
2017-07-06,2017-07-06,46,7578.0,0.0
2017-07-07,2017-07-07,44,7314.0,0.0
2017-07-08,2017-07-08,43,7398.0,0.0
2017-07-09,2017-07-09,46,7878.0,0.0
2017-07-10,2017-07-10,49,7200.0,0.0
2017-07-11,2017-07-11,47,7872.0,0.0
2017-07-12,2017-07-12,49,7524.0,0.0
2017-07-13,2017-07-13,53,6960.0,0.0
2017-07-14,2017-07-14,59,9354.0,130.0
2017-07-15,2017-07-15,62,8808.0,24.0
2017-07-16,2017-07-16,71,8982.0,68.0
2017-07-17,2017-07-17,69,9336.0,137.0
2017-07-18,2017-07-18,66,9624.0,191.0
2017-07-19,2017-07-19,59,9534.0,166.0
2017-07-20,2017-07-20,56,7152.0,0.0
2017-07-21,2017-07-21,54,8052.0,0.0
2017-07-22,2017-07-22,51,8190.0,0.0
2017-07-23,2017-07-23,55,7686.0,0.0
2017-07-24,2017-07-24,62,7530.0,0.0
2017-07-25,2017-07-25,59,8400.0,0.0
2017-07-26,2017-07-26,61,7956.0,0.0
2017-07-27,2017-07-27,55,8400.0,0.0
2017-07-28,2017-07-28,56,7104.0,0.0
2017-07-29,2017-07-29,52,8724.0,0.0
2017-07-30,2017-07-30,52,6324.0,0.0
2017-07-31,2017-07-31,73,7818.0,0.0
2017-08-01,2017-08-01,63,10476.0,359.0
2017-08-02,2017-08-02,63,10068.0,277.0
2017-08-03,2017-08-03,68,9372.0,143.0
2017-08-04,2017-08-04,66,7506.0,0.0
2017-08-05,2017-08-05,64,9672.0,199.0
2017-08-06,2017-08-06,70,6654.0,0.0
2017-08-07,2017-08-07,68,9174.0,103.0
2017-08-08,2017-08-08,63,9186.0,101.0
2017-08-09,2017-08-09,57,8712.0,0.0
2017-08-10,2017-08-10,57,8016.0,0.0
2017-08-11,2017-08-11,66,9426.0,152.0
2017-08-12,2017-08-12,62,7548.0,0.0
2017-08-13,2017-08-13,66,6408.0,0.0
2017-08-14,2017-08-14,65,9360.0,137.0
2017-08-15,2017-08-15,69,8844.0,38.0
2017-08-16,2017-08-16,66,9114.0,89.0
2017-08-17,2017-08-17,59,9006.0,61.0
2017-08-18,2017-08-18,61,8796.0,21.0
2017-08-19,2017-08-19,52,8748.0,2.0
2017-08-20,2017-08-20,61,8406.0,0.0
2017-08-21,2017-08-21,66,8316.0,0.0
2017-08-22,2017-08-22,76,8556.0,0.0
2017-08-23,2017-08-23,74,7602.0,0.0
2017-08-24,2017-08-24,72,9156.0,104.0
2017-08-25,2017-08-25,75,7092.0,0.0
2017-08-26,2017-08-26,72,8880.0,48.0
2017-08-27,2017-08-27,68,7386.0,0.0
2017-08-28,2017-08-28,73,7566.0,0.0
2017-08-29,2017-08-29,66,9546.0,176.0
2017-08-30,2017-08-30,62,6924.0,0.0
2017-08-31,2017-08-31,69,7710.0,0.0
2017-09-01,2017-09-01,78,9210.0,120.0
2017-09-02,2017-09-02,67,8922.0,52.0
2017-09-03,2017-09-03,66,9228.0,112.0
2017-09-04,2017-09-04,75,8178.0,0.0
2017-09-05,2017-09-05,76,8280.0,0.0
2017-09-06,2017-09-06,83,8010.0,0.0
2017-09-07,2017-09-07,93,7338.0,0.0
2017-09-08,2017-09-08,89,6978.0,0.0
2017-09-09,2017-09-09,89,7584.0,0.0
2017-09-10,2017-09-10,88,8586.0,6.0
2017-09-11,2017-09-11,90,8070.0,0.0
2017-09-12,2017-09-12,78,8076.0,0.0
2017-09-13,2017-09-13,88,9654.0,219.0
2017-09-14,2017-09-14,82,6666.0,0.0
2017-09-15,2017-09-15,88,8604.0,9.0
2017-09-16,2017-09-16,74,8964.0,67.0
2017-09-17,2017-09-17,79,6168.0,0.0
2017-09-18,2017-09-18,78,8946.0,68.0
2017-09-19,2017-09-19,86,7224.0,0.0
2017-09-20,2017-09-20,92,8064.0,0.0
2017-09-21,2017-09-21,101,8514.0,4.0
2017-09-22,2017-09-22,106,7794.0,0.0
2017-09-23,2017-09-23,93,8922.0,78.0
2017-09-24,2017-09-24,94,6768.0,0.0
2017-09-25,2017-09-25,93,7116.0,0.0
2017-09-26,2017-09-26,80,8670.0,14.0
2017-09-27,2017-09-27,76,7836.0,0.0
2017-09-28,2017-09-28,73,6690.0,0.0
2017-09-29,2017-09-29,83,8808.0,45.0
2017-09-30,2017-09-30,77,8304.0,0.0
2017-10-01,2017-10-01,81,9414.0,164.0
2017-10-02,2017-10-02,82,8484.0,0.0
2017-10-03,2017-10-03,88,8664.0,21.0
2017-10-04,2017-10-04,96,8820.0,60.0
2017-10-05,2017-10-05,86,9852.0,257.0
2017-10-06,2017-10-06,89,8232.0,0.0
2017-10-07,2017-10-07,81,6426.0,0.0
2017-10-08,2017-10-08,91,7014.0,0.0
2017-10-09,2017-10-09,95,9564.0,208.0
2017-10-10,2017-10-10,91,8670.0,25.0
